Museum,Museum Abbreviation,Catalog Number,Special Collections,Kind of Object,Specimen Count,Current Identification,Other Identifications,Name Hierarchy,Order,Family,Type Status,Type Citations,Date Collected,Ocean,Sea/Gulf,Bay/Sound,Island Name,Country,Province/State,District/County,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Collector(s),Other Numbers (Type: Value),Sex/Stage,Preparation Details (Preparation:Remarks),Microhabitat Description,Reproductive Condition,Progeny Details,Measurements,Stomach Contents,Collection Method,Number of Individuals,Sexual Maturity,Physical Maturity,Specimen Condition,Injury,Parasite,Bibliography,Notes,Genetic Sample Type,Biorepository Number,Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Depleted?,Record Last Modified,EZID
,USNM,251250,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/3/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, At Climatic Station, Santa Rita Exp. Range, Tp Area",,,1189,"Taylor, T. W.; Taylor, W. P.",Mammals Field Number: 2010,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/39c729177-fba5-4c5e-82bb-baed5b6b29c6
,USNM,251251,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/5/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, At Climatic Station, Santa Rita Exp. Range",,,1189,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 2025,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/3159c7c26-135c-4853-944b-fbea77af14bc
,USNM,251252,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/5/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, At Climatic Station, Santa Rita Exp. Range",,,1189,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 2026,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/3e003c770-736c-4e29-8f6e-3a517ac0b5fb
,USNM,251253,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/5/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, At Climatic Station, Santa Rita Exp. Range",,,1189,"Quaintance, C. W.; Taylor, W. P.",Mammals Field Number: 2027,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/392f1c9bf-2549-4eda-8ed3-192da0288750
,USNM,313877,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,11/25/1955,,,,,United States,Arizona,Pima,"Rillito Creek, 3.7 Mi N, On Campbell Road",,,,"Kennedy, C. E.",Mammals Field Number: 102,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,3/27/2020 19:28,http://n2t.net/ark:/65665/3e6fe1efa-8600-439b-a960-e658f58488a6
,USNM,564141,Biological Survey Specimen,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,5/31/1928,,,,,United States,Arizona,Pima,Santa Rita Reserve,,,,"Taylor, W. P.",Mammals Field Number: WPT 1797,Male,Skeleton; Skull,,,,Total Length: 214mm; Tail Length: 116mm; Hind Tarsus Length: 26mm,,,,,,,,,,,,,,,,,,11/8/2019 20:50,http://n2t.net/ark:/65665/3308eddec-e26e-45a1-bf31-26fd083b8859
,USNM,244290,,Specimen/Lot,1,Chaetodipus baileyi baileyi,,Chaetodipus baileyi baileyi : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,11/18/1923,,,,,United States,Arizona,Pima,"Baboquivari Mountains, 3 Mi E Baboquivari Peak",,,,"Taylor, W. P.",Mammals Field Number: 1629,Male,Fluid,,,,,,,,,,,,,,,,,,,,,,4/8/2020 16:03,http://n2t.net/ark:/65665/39992f972-a7dc-4259-954a-8a4eb4324b36
,USNM,250538,,Specimen/Lot,1,Chaetodipus hispidus paradoxus,,Chaetodipus hispidus paradoxus : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/20/1930,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, Santa Rita Range Reserve, Parkers Ranch, Mcbeath's Old Place",,,,"Taylor, W. P.",Mammals Field Number: 1915,Unknown,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:46,http://n2t.net/ark:/65665/34dcecf76-0dc6-4015-9b85-6971d09a14fc
,USNM,251235,,Specimen/Lot,1,Chaetodipus intermedius intermedius,,Chaetodipus intermedius intermedius : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/5/1930,,,,,United States,Arizona,Pima,"Tucson, 29 Mi S, 2 Mi S Continental, At Amado Well, Santa Rita Range Reserve",,,,"Taylor, W. P.",Mammals Field Number: 1900,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/387e6ecec-4c5b-4b42-bbd6-198e0668f779
,USNM,251245,,Specimen/Lot,1,Chaetodipus intermedius intermedius,,Chaetodipus intermedius intermedius : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/18/1931,,,,,United States,Arizona,Pima,"Tucson, 35 Mi S, At Santa Rita Exp. Range, Climatic Station, Tp Area",,,1189,"Taylor, W. P.",Mammals Field Number: 1974,Unknown,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:58,http://n2t.net/ark:/65665/349aeaa67-c5ab-421f-b59a-4b2ccd190dee
,USNM,251584,,Specimen/Lot,1,Chaetodipus intermedius intermedius,,Chaetodipus intermedius intermedius : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/28/1931,,,,,United States,Arizona,Pima,"Tucson, 40 M SE, At Rosemont, Santa Rita Mountains",,,1448,"Taylor, W. P.",Mammals Field Number: 1984,Unknown,Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 19:02,http://n2t.net/ark:/65665/3687f2ef3-2e67-4de9-88ec-aad681f601a7
,USNM,249959,,Specimen/Lot,1,Chaetodipus intermedius intermedius,,Chaetodipus intermedius intermedius : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/26/1930,,,,,United States,Arizona,Pima,"Tucson, 25-30 Mi S, Santa Rita Reserve, Desert Tank",,,,"Hobbs, K. L.; Taylor, W. P.",Mammals Field Number: 227/26652X,Male,Skeleton; Skull,,,,,,,,,,,,,,,,,,,,,,4/7/2020 18:40,http://n2t.net/ark:/65665/37bcb8514-e4de-4fd7-8d43-f5f3b261a994
,USNM,262006,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/29/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,671,"Goldman, E. A.",Mammals Field Number: 23737,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:39,http://n2t.net/ark:/65665/38a2d41d9-36dc-483a-a89f-3e90b658d36b
,USNM,262007,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/29/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,671,"Goldman, E. A.",Mammals Field Number: 23738,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:39,http://n2t.net/ark:/65665/3ad277870-4463-4a46-9f5c-fd3830636052
,USNM,262008,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/29/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,671,"Goldman, E. A.",Mammals Field Number: 23739,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:39,http://n2t.net/ark:/65665/3ed501245-59fe-4de8-bcf2-552f6bb3e5b8
,USNM,262009,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/29/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,671,"Goldman, E. A.",Mammals Field Number: 23740,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:39,http://n2t.net/ark:/65665/33075afd6-ec06-44f7-9253-df7f50dd416e
,USNM,262064,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/28/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,366,"Goldman, L. C.",Mammals Field Number: 84,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:40,http://n2t.net/ark:/65665/366ecf1b8-1545-435d-8de5-1dfc91b69bcb
,USNM,262065,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/28/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,366,"Goldman, L. C.",Mammals Field Number: 85,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:40,http://n2t.net/ark:/65665/3bfd54f8d-0983-4f33-926e-f0e58b555aa6
,USNM,262066,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,10/28/1936,,,,,United States,Arizona,Pima,"Agua Dulce Mountains, 9 Mi E Of Papago Well",,,366,"Goldman, L. C.",Mammals Field Number: 86,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:40,http://n2t.net/ark:/65665/366e252ec-9759-4149-8ccc-7bbda67fe4f3
,USNM,262908,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/13/1937,,,,,United States,Arizona,Pima,Bates Well,,,,"Goldman, L. C.",Mammals Field Number: 235,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/6/2020 16:44,http://n2t.net/ark:/65665/3f40f15b5-0ee3-44cd-b7de-8c406ed4cf30
,USNM,293447,,Specimen/Lot,1,Chaetodipus intermedius phasma,,Chaetodipus intermedius phasma : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,9/26/1933,,,,,United States,Arizona,Pima,"Papago Well, 9 Mi E",,,,"Blossom, P. M.",Mammals Field Number: 678,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/1/2020 14:53,http://n2t.net/ark:/65665/3e477b7df-9df1-44d4-baea-b76af85ca711
,USNM,59211,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,14 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2680,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:20,http://n2t.net/ark:/65665/32b03cec7-ff65-4666-9441-a619a6fd77f6
,USNM,59212,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,11 Dec 1893,,,,,United States,Arizona,Pima,La Osa,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2671,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:20,http://n2t.net/ark:/65665/3855fcc20-802a-4785-b953-da7f0b3264cc
,USNM,59788,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2911,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:29,http://n2t.net/ark:/65665/3045b5fd1-7618-4611-a431-f1e5948f032a
,USNM,59789,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2902,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:29,http://n2t.net/ark:/65665/3e978f3a0-42c2-4116-9902-71aa355fbb47
,USNM,59790,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2939,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:29,http://n2t.net/ark:/65665/38718ec25-b292-4901-ad59-27d451178236
,USNM,59791,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,4 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2912,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:29,http://n2t.net/ark:/65665/3a8e64f12-b53b-4cc9-84a3-15e9e8e09bd8
,USNM,59792,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,2 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2890,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3b72610c5-0b45-4f86-922f-900f4cf3c623
,USNM,59793,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,1 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2882,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3fbca25bd-a158-468f-892f-cd131d7d31a3
,USNM,59794,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,3 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2903,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/39b66dfee-da7d-43df-9690-6ae387651eec
,USNM,59795,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,1 Feb 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2883,Female : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/36fc58e35-5044-4b21-9c82-daed86933c1a
,USNM,59796,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,30 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2855,Male : Adult,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/32d2f0dfd-20d6-4891-92bd-709ffe2f57c7
,USNM,59797,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,28 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.; Holzner, F. X.",Mammals Field Number: 2847,Male : Immature,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 14:30,http://n2t.net/ark:/65665/3c20ee2b1-82bf-4c17-8e36-4bef980127c2
,USNM,63034,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,30 Jan 1894,,,,,United States,Arizona,Pima,Quitovaquito,,,,"Mearns, E. A.",Mammals Field Number: 2856,Female,Skull,,,,,,,,,,,,,,,,,,,,,,5/27/2020 16:55,http://n2t.net/ark:/65665/37aeb3321-8c0e-41bd-b9bd-19456b3ef2e6
,USNM,229411,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/18/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 243,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3713f24e3-8e89-4e95-9060-61389fd9aed6
,USNM,229412,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/17/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 231,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3aca90ab3-a4e2-449b-a833-bf82f7befb7e
,USNM,229415,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/26/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.",Mammals Field Number: 133,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/39f35904a-1f5c-4dba-a842-59db41de3c62
,USNM,229416,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 181,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/39b93aae5-5d1e-415f-bfbb-1c7932c1fede
,USNM,229417,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,6/26/1918,,,,,United States,Arizona,Pima,"Ajo, 10 Mi N",,,,"Howell, A. B.; Little, L.",Mammals Field Number: 132,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/37a0afcf0-f2b2-4c7b-b61a-2e868f125b8f
,USNM,229418,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 182,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/31275ac47-5340-4b93-bdc3-2bcf16b385af
,USNM,229419,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/12/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 191,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/35884111c-0871-4117-bc72-ce5cf9cd0d80
,USNM,229420,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/2/1918,,,,,United States,Arizona,Pima,"Ajo, 20 Mi S, Bates Well",,,,"Howell, A. B.",Mammals Field Number: 151,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3689c8993-3549-4b64-b411-5dcc5c057c06
,USNM,229421,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/9/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 174,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/36a31f5c3-6ad9-4c74-9103-7d776aee20a4
,USNM,229422,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/9/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.",Mammals Field Number: 175,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3b1508b92-bc73-4537-b6f4-5fa763df23a4
,USNM,229423,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 183,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/37a890042-8bd0-4094-b28c-07b4e8ca3189
,USNM,229424,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/10/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.",Mammals Field Number: 177,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/32879c08b-8215-4747-9a02-2179e0bab8a6
,USNM,229425,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/8/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 170,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3899dda7c-ccd5-4755-a583-8b95a9dab899
,USNM,229426,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/8/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 169,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/32d8b6976-222b-43ec-89e7-5f03dba4c594
,USNM,229427,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,7/11/1918,,,,,United States,Arizona,Pima,Indian Oasis,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 184,Unknown,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3b02691d0-c184-4eaf-b72d-83179482b5de
,USNM,229428,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.",Mammals Field Number: 218,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/3b1653b4b-9899-4a87-b0a7-d99ea97bb8b4
,USNM,229429,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/18/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.",Mammals Field Number: 238,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:22,http://n2t.net/ark:/65665/305434e89-cbfe-4561-8333-871afebceee4
,USNM,229430,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.; Little, L.",Mammals Field Number: 219,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/37cd52282-3b6a-461a-9f0f-d9c6d9b12e64
,USNM,229431,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/17/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.",Mammals Field Number: 229,Male,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/3c1cefb48-d739-4739-accf-24abc8ec63e5
,USNM,229432,,Specimen/Lot,1,Chaetodipus penicillatus pricei,,Chaetodipus penicillatus pricei : Heteromyidae : Rodentia : Mammalia : Chordata,Rodentia,Heteromyidae,,,8/16/1918,,,,,United States,Arizona,Pima,Continental,,,,"Howell, A. B.",Mammals Field Number: 214,Female,Skin; Skull,,,,,,,,,,,,,,,,,,,,,,4/9/2020 16:23,http://n2t.net/ark:/65665/39aeb925c-3041-4aa0-a072-3c7df7779445
